,Leadferret Industry,Metadata Indsutry,count
1997,UTILITIES,ELECTRICAL/ELECTRONIC MANUFACTURING,1
1998,UTILITIES,FACILITIES SERVICES,1
1999,UTILITIES,GAS UTILITIES,7
2000,UTILITIES,GOVERNMENT ADMINISTRATION,1
2001,UTILITIES,OIL AND ENERGY,1
2002,UTILITIES,PROFESSIONAL SERVICES,3
2003,UTILITIES,RENEWABLE ELECTRICITY,1
2004,UTILITIES,RENEWABLES AND ENVIRONMENT,1
2005,UTILITIES,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
2006,UTILITIES,UTILITIES,119
2007,VENTURE CAPITAL AND PRIVATE EQUITY,BANKS,1
2008,VENTURE CAPITAL AND PRIVATE EQUITY,CAPITAL MARKETS,31
2009,VENTURE CAPITAL AND PRIVATE EQUITY,COMMUNICATIONS EQUIPMENT,1
2010,VENTURE CAPITAL AND PRIVATE EQUITY,CONSTRUCTION AND ENGINEERING,1
2011,VENTURE CAPITAL AND PRIVATE EQUITY,DIVERSIFIED FINANCIAL SERVICES,8
2012,VENTURE CAPITAL AND PRIVATE EQUITY,GAS UTILITIES,1
2013,VENTURE CAPITAL AND PRIVATE EQUITY,INTERNET SOFTWARE AND SERVICES,1
2014,VENTURE CAPITAL AND PRIVATE EQUITY,VENTURE CAPITAL AND PRIVATE EQUITY,15
2015,VETERINARY,HEALTH CARE PROVIDERS AND SERVICES,1
2016,VETERINARY,VETERINARY,1
2017,WAREHOUSING,AIR FREIGHT AND LOGISTICS,1
2018,WAREHOUSING,AUTOMOTIVE,2
2019,WAREHOUSING,GOVERNMENT ADMINISTRATION,1
2020,WAREHOUSING,"LEISURE, TRAVEL AND TOURISM",1
2021,WAREHOUSING,PERSONAL PRODUCTS,1
2022,WAREHOUSING,WAREHOUSING,3
2023,WAREHOUSING,WHOLESALE,1
2024,WHOLESALE,APPAREL AND FASHION,1
2025,WHOLESALE,BUILDING MATERIALS,1
2026,WHOLESALE,CONSTRUCTION AND ENGINEERING,1
2027,WHOLESALE,DIVERSIFIED CONSUMER SERVICES,2
2028,WHOLESALE,ELECTRICAL EQUIPMENT,1
2029,WHOLESALE,FOOD AND STAPLES RETAILING,1
2030,WHOLESALE,GAS UTILITIES,1
2031,WHOLESALE,HOSPITAL AND HEALTH CARE,1
2032,WHOLESALE,HOUSEHOLD DURABLES,1
2033,WHOLESALE,INDUSTRIAL CONGLOMERATES,2
2034,WHOLESALE,INTERNET SOFTWARE AND SERVICES,1
2035,WHOLESALE,IT SERVICES,1
2036,WHOLESALE,LEISURE PRODUCTS,1
2037,WHOLESALE,MACHINERY,2
2038,WHOLESALE,PHARMACEUTICALS,1
2039,WHOLESALE,RENEWABLE ELECTRICITY,1
2040,WHOLESALE,RETAIL,1
2041,WHOLESALE,SPECIALTY RETAIL,2
2042,WHOLESALE,STAFFING AND RECRUITING,1
2043,WHOLESALE,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
2044,WHOLESALE,"TEXTILES, APPAREL AND LUXURY GOODS",2
2045,WHOLESALE,WAREHOUSING,1
2046,WHOLESALE,WHOLESALE,26
2047,WHOLESALE,WIRELESS TELECOMMUNICATION SERVICES,1
2048,WINE AND SPIRITS,BEVERAGES,2
2049,WINE AND SPIRITS,CAPITAL MARKETS,1
2050,WINE AND SPIRITS,COMMUNICATIONS EQUIPMENT,1
2051,WINE AND SPIRITS,FOOD PRODUCTS,1
2052,WINE AND SPIRITS,INTERNET SOFTWARE AND SERVICES,1
2053,WINE AND SPIRITS,RETAIL,1
2054,WINE AND SPIRITS,WINE AND SPIRITS,9
2055,WIRELESS,COMMUNICATIONS EQUIPMENT,11
2056,WIRELESS,DIVERSIFIED FINANCIAL SERVICES,1
2057,WIRELESS,DIVERSIFIED TELECOMMUNICATION SERVICES,5
2058,WIRELESS,MARINE,1
2059,WIRELESS,MEDIA,1
2060,WIRELESS,PUBLISHING,1
2061,WIRELESS,TRANSPORTATION,1
2062,WIRELESS,WIRELESS,4
2063,WIRELESS,WIRELESS TELECOMMUNICATION SERVICES,14
2064,WRITING AND EDITING,COMMERCIAL SERVICES AND SUPPLIES,1
2065,WRITING AND EDITING,COMMUNICATIONS EQUIPMENT,1
2066,WRITING AND EDITING,EDUCATION SERVICES,1
2067,WRITING AND EDITING,INFORMATION TECHNOLOGY AND SERVICES,1
2068,WRITING AND EDITING,MEDIA,2
2069,WRITING AND EDITING,PHARMACEUTICALS,1
2070,WRITING AND EDITING,PROFESSIONAL SERVICES,1
2071,WRITING AND EDITING,SPECIALIZED CONSUMER SERVICES,1
2072,WRITING AND EDITING,WRITING AND EDITING,1
