,Leadferret Industry,Metadata Indsutry,count
1169,INTERNET,DIVERSIFIED TELECOMMUNICATION SERVICES,5
1170,INTERNET,E-LEARNING,1
1171,INTERNET,EDUCATION SERVICES,2
1172,INTERNET,FINANCIAL SERVICES,1
1173,INTERNET,FOOD AND STAPLES RETAILING,2
1174,INTERNET,FOOD PRODUCTION,1
1175,INTERNET,FOOD PRODUCTS,4
1176,INTERNET,GOVERNMENT ADMINISTRATION,1
1177,INTERNET,HEALTH CARE PROVIDERS AND SERVICES,5
1178,INTERNET,"HEALTH, WELLNESS AND FITNESS",1
1179,INTERNET,HOSPITALITY,2
1180,INTERNET,"HOTELS, RESTAURANTS AND LEISURE",26
1181,INTERNET,HOUSEHOLD DURABLES,2
1182,INTERNET,INFORMATION SERVICES,1
1183,INTERNET,INFORMATION TECHNOLOGY AND SERVICES,5
1184,INTERNET,INSURANCE,1
1185,INTERNET,INTERNET SOFTWARE AND SERVICES,171
1186,INTERNET,IT SERVICES,2
1187,INTERNET,LAW PRACTICE,1
1188,INTERNET,LEISURE PRODUCTS,1
1189,INTERNET,"LEISURE, TRAVEL AND TOURISM",1
1190,INTERNET,MARKETING AND ADVERTISING,2
1191,INTERNET,MEDIA,73
1192,INTERNET,MEDIA PRODUCTION,1
1193,INTERNET,ONLINE MEDIA,2
1194,INTERNET,PERSONAL PRODUCTS,5
1195,INTERNET,PHARMACEUTICALS,3
1196,INTERNET,PHOTOGRAPHY,1
1197,INTERNET,PROFESSIONAL SERVICES,19
1198,INTERNET,PUBLISHING,1
1199,INTERNET,REAL ESTATE,5
1200,INTERNET,RETAIL,2
1201,INTERNET,ROAD AND RAIL,1
1202,INTERNET,SOFTWARE,2
1203,INTERNET,SPECIALIZED CONSUMER SERVICES,1
1204,INTERNET,SPECIALTY RETAIL,2
1205,INTERNET,TELECOMMUNICATIONS,1
1206,INTERNET,"TEXTILES, APPAREL AND LUXURY GOODS",20
1207,INTERNET,WIRELESS TELECOMMUNICATION SERVICES,5
1208,INVESTMENT BANKING,BANKS,2
1209,INVESTMENT BANKING,CAPITAL MARKETS,10
1210,INVESTMENT BANKING,DIVERSIFIED FINANCIAL SERVICES,8
1211,INVESTMENT BANKING,FINANCIAL SERVICES,1
1212,INVESTMENT BANKING,INVESTMENT BANKING,4
1213,INVESTMENT MANAGEMENT,CAPITAL MARKETS,21
1214,INVESTMENT MANAGEMENT,DIVERSIFIED FINANCIAL SERVICES,7
1215,INVESTMENT MANAGEMENT,EDUCATION SERVICES,1
1216,INVESTMENT MANAGEMENT,FINANCIAL SERVICES,1
1217,INVESTMENT MANAGEMENT,INDUSTRIAL CONGLOMERATES,1
1218,INVESTMENT MANAGEMENT,INVESTMENT MANAGEMENT,23
1219,INVESTMENT MANAGEMENT,MEDIA,1
1220,INVESTMENT MANAGEMENT,VENTURE CAPITAL AND PRIVATE EQUITY,1
1221,JUDICIARY,NEWSPAPERS,1
1222,LAW ENFORCEMENT,AUTOMOTIVE,2
1223,LAW ENFORCEMENT,COMMERCIAL SERVICES AND SUPPLIES,1
1224,LAW ENFORCEMENT,GOVERNMENT ADMINISTRATION,2
1225,LAW ENFORCEMENT,LAW ENFORCEMENT,5
1226,LAW ENFORCEMENT,LAW PRACTICE,1
1227,LAW PRACTICE,AVIATION AND AEROSPACE,1
1228,LAW PRACTICE,ENVIRONMENTAL SERVICES,1
1229,LAW PRACTICE,FINANCIAL SERVICES,1
1230,LAW PRACTICE,HEALTH CARE PROVIDERS AND SERVICES,1
1231,LAW PRACTICE,INSURANCE,2
1232,LAW PRACTICE,INTERNET SOFTWARE AND SERVICES,1
1233,LAW PRACTICE,JUDICIARY,1
1234,LAW PRACTICE,LAW PRACTICE,207
1235,LAW PRACTICE,LEGAL SERVICES,9
1236,LAW PRACTICE,MEDIA,1
1237,LAW PRACTICE,SPECIALIZED CONSUMER SERVICES,56
1238,LEGAL SERVICES,COMMERCIAL SERVICES AND SUPPLIES,1
1239,LEGAL SERVICES,COMMUNICATIONS EQUIPMENT,1
1240,LEGAL SERVICES,EDUCATION SERVICES,1
1241,LEGAL SERVICES,GOVERNMENT ADMINISTRATION,1
1242,LEGAL SERVICES,HIGHER EDUCATION,1
1243,LEGAL SERVICES,HOSPITAL AND HEALTH CARE,1
1244,LEGAL SERVICES,INTERNET SOFTWARE AND SERVICES,2
1245,LEGAL SERVICES,LAW PRACTICE,7
1246,LEGAL SERVICES,LEGAL SERVICES,51
1247,LEGAL SERVICES,MEDIA,1
1248,LEGAL SERVICES,PROFESSIONAL SERVICES,2
1249,LEGAL SERVICES,SPECIALIZED CONSUMER SERVICES,39
1250,LEGAL SERVICES,VENTURE CAPITAL AND PRIVATE EQUITY,1
1251,"LEISURE, TRAVEL AND TOURISM",AIRLINES,1
1252,"LEISURE, TRAVEL AND TOURISM",AUTOMOTIVE,3
1253,"LEISURE, TRAVEL AND TOURISM",COMMUNICATIONS EQUIPMENT,4
1254,"LEISURE, TRAVEL AND TOURISM",FOOD AND STAPLES RETAILING,1
1255,"LEISURE, TRAVEL AND TOURISM","HOTELS, RESTAURANTS AND LEISURE",35
1256,"LEISURE, TRAVEL AND TOURISM","LEISURE, TRAVEL AND TOURISM",32
1257,"LEISURE, TRAVEL AND TOURISM",TRANSPORTATION,1
1258,LIBRARIES,COMMERCIAL SERVICES AND SUPPLIES,1
1259,LIBRARIES,COMMUNICATIONS EQUIPMENT,1
1260,LIBRARIES,DIVERSIFIED CONSUMER SERVICES,6
1261,LIBRARIES,GOVERNMENT ADMINISTRATION,1
1262,LIBRARIES,INFORMATION SERVICES,1
1263,LIBRARIES,LIBRARIES,2
1264,LOGISTICS AND SUPPLY CHAIN,AEROSPACE AND DEFENSE,1
1265,LOGISTICS AND SUPPLY CHAIN,AIR FREIGHT AND LOGISTICS,29
1266,LOGISTICS AND SUPPLY CHAIN,AIRLINES/AVIATION,1
1267,LOGISTICS AND SUPPLY CHAIN,AUTOMOTIVE,1
1268,LOGISTICS AND SUPPLY CHAIN,COMMERCIAL SERVICES AND SUPPLIES,2
1269,LOGISTICS AND SUPPLY CHAIN,COMPUTER SOFTWARE,1
1270,LOGISTICS AND SUPPLY CHAIN,CONSTRUCTION AND ENGINEERING,1
1271,LOGISTICS AND SUPPLY CHAIN,DIVERSIFIED CONSUMER SERVICES,4
1272,LOGISTICS AND SUPPLY CHAIN,FOOD AND BEVERAGES,1
1273,LOGISTICS AND SUPPLY CHAIN,FOOD AND STAPLES RETAILING,1
1274,LOGISTICS AND SUPPLY CHAIN,HEALTH CARE PROVIDERS AND SERVICES,1
1275,LOGISTICS AND SUPPLY CHAIN,"HOTELS, RESTAURANTS AND LEISURE",1
1276,LOGISTICS AND SUPPLY CHAIN,INDUSTRIAL CONGLOMERATES,1
1277,LOGISTICS AND SUPPLY CHAIN,INFORMATION TECHNOLOGY AND SERVICES,1
1278,LOGISTICS AND SUPPLY CHAIN,INTERNET SOFTWARE AND SERVICES,4
1279,LOGISTICS AND SUPPLY CHAIN,LOGISTICS AND SUPPLY CHAIN,50
1280,LOGISTICS AND SUPPLY CHAIN,OIL AND ENERGY,1
1281,LOGISTICS AND SUPPLY CHAIN,PHARMACEUTICALS,1
1282,LOGISTICS AND SUPPLY CHAIN,PRINTING,1
1283,LOGISTICS AND SUPPLY CHAIN,PROFESSIONAL SERVICES,1
1284,LOGISTICS AND SUPPLY CHAIN,PUBLISHING,1
1285,LOGISTICS AND SUPPLY CHAIN,SPECIALIZED CONSUMER SERVICES,1
1286,LOGISTICS AND SUPPLY CHAIN,"TEXTILES, APPAREL AND LUXURY GOODS",1
1287,LOGISTICS AND SUPPLY CHAIN,TRANSPORTATION,7
1288,LOGISTICS AND SUPPLY CHAIN,TRANSPORTATION/TRUCKING/RAILROAD,3
1289,LUXURY GOODS AND JEWELRY,APPAREL AND FASHION,2
1290,LUXURY GOODS AND JEWELRY,EDUCATION SERVICES,1
1291,LUXURY GOODS AND JEWELRY,LUXURY GOODS AND JEWELRY,7
1292,LUXURY GOODS AND JEWELRY,"TEXTILES, APPAREL AND LUXURY GOODS",11
1293,LUXURY GOODS AND JEWELRY,WINE AND SPIRITS,1
1294,MACHINERY,AUTOMOTIVE,1
1295,MACHINERY,BUILDING MATERIALS,3
1296,MACHINERY,CONSTRUCTION,1
1297,MACHINERY,CONSTRUCTION AND ENGINEERING,4
1298,MACHINERY,DIVERSIFIED CONSUMER SERVICES,2
1299,MACHINERY,DIVERSIFIED FINANCIAL SERVICES,1
1300,MACHINERY,FOOD PRODUCTS,1
1301,MACHINERY,GAS UTILITIES,1
1302,MACHINERY,INDUSTRIAL CONGLOMERATES,8
1303,MACHINERY,MACHINERY,37
1304,MACHINERY,PROFESSIONAL SERVICES,2
1305,MACHINERY,"TEXTILES, APPAREL AND LUXURY GOODS",1
1306,MACHINERY,TRANSPORTATION,2
1307,MACHINERY,UTILITIES,1
1308,MACHINERY,WHOLESALE,1
1309,MANAGEMENT CONSULTING,AEROSPACE AND DEFENSE,2
1310,MANAGEMENT CONSULTING,BANKS,1
1311,MANAGEMENT CONSULTING,CAPITAL MARKETS,1
1312,MANAGEMENT CONSULTING,CHEMICALS,1
1313,MANAGEMENT CONSULTING,COMMERCIAL SERVICES AND SUPPLIES,2
1314,MANAGEMENT CONSULTING,COMMUNICATIONS EQUIPMENT,2
1315,MANAGEMENT CONSULTING,COMPUTER SOFTWARE,1
1316,MANAGEMENT CONSULTING,DIVERSIFIED CONSUMER SERVICES,3
1317,MANAGEMENT CONSULTING,DIVERSIFIED FINANCIAL SERVICES,5
1318,MANAGEMENT CONSULTING,EDUCATION SERVICES,2
1319,MANAGEMENT CONSULTING,EXECUTIVE OFFICE,1
1320,MANAGEMENT CONSULTING,FINANCIAL SERVICES,1
1321,MANAGEMENT CONSULTING,GAS UTILITIES,3
1322,MANAGEMENT CONSULTING,INFORMATION TECHNOLOGY AND SERVICES,2
1323,MANAGEMENT CONSULTING,INSURANCE,1
1324,MANAGEMENT CONSULTING,INTERNET SOFTWARE AND SERVICES,11
1325,MANAGEMENT CONSULTING,INVESTMENT MANAGEMENT,1
1326,MANAGEMENT CONSULTING,LEGAL SERVICES,1
1327,MANAGEMENT CONSULTING,MANAGEMENT CONSULTING,39
1328,MANAGEMENT CONSULTING,MECHANICAL OR INDUSTRIAL ENGINEERING,1
1329,MANAGEMENT CONSULTING,MEDIA,2
1330,MANAGEMENT CONSULTING,MUSIC,1
1331,MANAGEMENT CONSULTING,PHARMACEUTICALS,3
1332,MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,33
1333,MANAGEMENT CONSULTING,SPECIALIZED CONSUMER SERVICES,3
1334,MANAGEMENT CONSULTING,"TEXTILES, APPAREL AND LUXURY GOODS",1
1335,MANAGEMENT CONSULTING,TRANSPORTATION/TRUCKING/RAILROAD,1
1336,MARITIME,CONSTRUCTION AND ENGINEERING,1
1337,MARITIME,DIVERSIFIED CONSUMER SERVICES,1
1338,MARITIME,GAS UTILITIES,1
1339,MARITIME,"HOTELS, RESTAURANTS AND LEISURE",1
1340,MARITIME,MARINE,2
1341,MARITIME,MARITIME,7
1342,MARITIME,TRANSPORTATION,1
1343,MARKET RESEARCH,COMMERCIAL SERVICES AND SUPPLIES,1
1344,MARKET RESEARCH,COMMUNICATIONS EQUIPMENT,1
1345,MARKET RESEARCH,INFORMATION TECHNOLOGY AND SERVICES,1
1346,MARKET RESEARCH,MARKET RESEARCH,9
1347,MARKET RESEARCH,MEDIA,1
1348,MARKET RESEARCH,MEDICAL DEVICES,1
1349,MARKET RESEARCH,PROFESSIONAL SERVICES,13
1350,MARKETING AND ADVERTISING, MEDIA,3
1351,MARKETING AND ADVERTISING,AIR FREIGHT AND LOGISTICS,1
1352,MARKETING AND ADVERTISING,AUTOMOTIVE,4
1353,MARKETING AND ADVERTISING,BROADCAST MEDIA,1
1354,MARKETING AND ADVERTISING,BUILDING MATERIALS,1
1355,MARKETING AND ADVERTISING,CAPITAL MARKETS,2
1356,MARKETING AND ADVERTISING,CHEMICALS,1
1357,MARKETING AND ADVERTISING,COMMERCIAL SERVICES AND SUPPLIES,14
1358,MARKETING AND ADVERTISING,COMMUNICATIONS EQUIPMENT,16
1359,MARKETING AND ADVERTISING,COMPUTER SOFTWARE,7
1360,MARKETING AND ADVERTISING,DISTRIBUTORS,1
1361,MARKETING AND ADVERTISING,DIVERSIFIED CONSUMER SERVICES,1
1362,MARKETING AND ADVERTISING,DIVERSIFIED FINANCIAL SERVICES,2
1363,MARKETING AND ADVERTISING,DIVERSIFIED TELECOMMUNICATION SERVICES,2
1364,MARKETING AND ADVERTISING,EDUCATION MANAGEMENT,1
1365,MARKETING AND ADVERTISING,ELECTRICAL/ELECTRONIC MANUFACTURING,2
1366,MARKETING AND ADVERTISING,FINANCIAL SERVICES,1
1367,MARKETING AND ADVERTISING,FOOD AND BEVERAGES,1
1368,MARKETING AND ADVERTISING,FOOD PRODUCTS,3
1369,MARKETING AND ADVERTISING,FUND-RAISING,2
1370,MARKETING AND ADVERTISING,GAS UTILITIES,1
1371,MARKETING AND ADVERTISING,HEALTH CARE PROVIDERS AND SERVICES,3
1372,MARKETING AND ADVERTISING,"HEALTH, WELLNESS AND FITNESS",1
1373,MARKETING AND ADVERTISING,HOSPITALITY,1
1374,MARKETING AND ADVERTISING,"HOTELS, RESTAURANTS AND LEISURE",2
1375,MARKETING AND ADVERTISING,INFORMATION TECHNOLOGY AND SERVICES,3
1376,MARKETING AND ADVERTISING,INSURANCE,1
1377,MARKETING AND ADVERTISING,INTERNET SOFTWARE AND SERVICES,20
1378,MARKETING AND ADVERTISING,IT SERVICES,1
1379,MARKETING AND ADVERTISING,LEISURE PRODUCTS,1
1380,MARKETING AND ADVERTISING,LOGISTICS AND SUPPLY CHAIN,1
1381,MARKETING AND ADVERTISING,MACHINERY,1
1382,MARKETING AND ADVERTISING,MANAGEMENT CONSULTING,2
1383,MARKETING AND ADVERTISING,MARKET RESEARCH,1
1384,MARKETING AND ADVERTISING,MARKETING AND ADVERTISING,84
1385,MARKETING AND ADVERTISING,MEDIA,143
1386,MARKETING AND ADVERTISING,NEWSPAPERS,1
1387,MARKETING AND ADVERTISING,OUTSOURCING/OFFSHORING,1
1388,MARKETING AND ADVERTISING,PERSONAL PRODUCTS,2
1389,MARKETING AND ADVERTISING,PHARMACEUTICALS,1
1390,MARKETING AND ADVERTISING,PHOTOGRAPHY,1
1391,MARKETING AND ADVERTISING,PROFESSIONAL SERVICES,16
1392,MARKETING AND ADVERTISING,REAL ESTATE,2
1393,MARKETING AND ADVERTISING,RELIGIOUS INSTITUTIONS,1
1394,MARKETING AND ADVERTISING,SOFTWARE,4
1395,MARKETING AND ADVERTISING,SPECIALTY RETAIL,1
1396,MARKETING AND ADVERTISING,TEXTILES,1
1397,MARKETING AND ADVERTISING,"TEXTILES, APPAREL AND LUXURY GOODS",3
1398,MARKETING AND ADVERTISING,TRADING COMPANIES AND DISTRIBUTORS,2
1399,MARKETING AND ADVERTISING,TRANSPORTATION,1
1400,MARKETING AND ADVERTISING,WIRELESS TELECOMMUNICATION SERVICES,1
1401,MECHANICAL OR INDUSTRIAL ENGINEERING,AUTOMOTIVE,1
1402,MECHANICAL OR INDUSTRIAL ENGINEERING,CHEMICALS,2
1403,MECHANICAL OR INDUSTRIAL ENGINEERING,CONSTRUCTION AND ENGINEERING,13
1404,MECHANICAL OR INDUSTRIAL ENGINEERING,DIVERSIFIED CONSUMER SERVICES,6
1405,MECHANICAL OR INDUSTRIAL ENGINEERING,ELECTRIC UTILITIES,1
1406,MECHANICAL OR INDUSTRIAL ENGINEERING,FOOD PRODUCTS,1
1407,MECHANICAL OR INDUSTRIAL ENGINEERING,GAS UTILITIES,3
1408,MECHANICAL OR INDUSTRIAL ENGINEERING,HOUSEHOLD DURABLES,1
1409,MECHANICAL OR INDUSTRIAL ENGINEERING,INDUSTRIAL CONGLOMERATES,8
1410,MECHANICAL OR INDUSTRIAL ENGINEERING,INTERNET SOFTWARE AND SERVICES,2
1411,MECHANICAL OR INDUSTRIAL ENGINEERING,IT SERVICES,1
1412,MECHANICAL OR INDUSTRIAL ENGINEERING,MACHINERY,4
1413,MECHANICAL OR INDUSTRIAL ENGINEERING,MARITIME,1
1414,MECHANICAL OR INDUSTRIAL ENGINEERING,MECHANICAL OR INDUSTRIAL ENGINEERING,18
1415,MECHANICAL OR INDUSTRIAL ENGINEERING,MEDICAL DEVICES,1
1416,MECHANICAL OR INDUSTRIAL ENGINEERING,PROFESSIONAL SERVICES,1
1417,MECHANICAL OR INDUSTRIAL ENGINEERING,SPECIALTY RETAIL,1
1418,MEDIA PRODUCTION,BANKING,1
1419,MEDIA PRODUCTION,BROADCAST MEDIA,1
1420,MEDIA PRODUCTION,DESIGN,1
1421,MEDIA PRODUCTION,"HOTELS, RESTAURANTS AND LEISURE",1
1422,MEDIA PRODUCTION,INTERNET SOFTWARE AND SERVICES,1
1423,MEDIA PRODUCTION,MEDIA,20
1424,MEDIA PRODUCTION,MEDIA PRODUCTION,10
1425,MEDIA PRODUCTION,NEWSPAPERS,2
1426,MEDIA PRODUCTION,ONLINE MEDIA,1
1427,MEDIA PRODUCTION,PUBLIC SAFETY,1
1428,MEDIA PRODUCTION,"TEXTILES, APPAREL AND LUXURY GOODS",1
1429,MEDICAL DEVICES,AEROSPACE AND DEFENSE,2
1430,MEDICAL DEVICES,BIOTECHNOLOGY,2
1431,MEDICAL DEVICES,COMMERCIAL SERVICES AND SUPPLIES,2
1432,MEDICAL DEVICES,COMMUNICATIONS EQUIPMENT,4
1433,MEDICAL DEVICES,DIVERSIFIED TELECOMMUNICATION SERVICES,1
1434,MEDICAL DEVICES,"ELECTRONIC EQUIPMENT, INSTRUMENTS AND COMPONENTS",1
1435,MEDICAL DEVICES,HEALTH CARE EQUIPMENT AND SUPPLIES,1
1436,MEDICAL DEVICES,HEALTH CARE PROVIDERS AND SERVICES,9
1437,MEDICAL DEVICES,"HEALTH, WELLNESS AND FITNESS",1
1438,MEDICAL DEVICES,HOSPITAL AND HEALTH CARE,1
1439,MEDICAL DEVICES,"HOTELS, RESTAURANTS AND LEISURE",1
1440,MEDICAL DEVICES,HOUSEHOLD DURABLES,2
1441,MEDICAL DEVICES,INDUSTRIAL CONGLOMERATES,2
1442,MEDICAL DEVICES,INTERNET SOFTWARE AND SERVICES,2
1443,MEDICAL DEVICES,MEDIA,1
1444,MEDICAL DEVICES,MEDICAL DEVICES,47
1445,MEDICAL DEVICES,NON-PROFIT ORGANIZATION MANAGEMENT,1
1446,MEDICAL DEVICES,PHARMACEUTICALS,49
1447,MEDICAL DEVICES,PROFESSIONAL SERVICES,2
1448,MEDICAL PRACTICE,AEROSPACE AND DEFENSE,1
1449,MEDICAL PRACTICE,HEALTH CARE PROVIDERS AND SERVICES,4
1450,MEDICAL PRACTICE,"HEALTH, WELLNESS AND FITNESS",1
1451,MEDICAL PRACTICE,HOSPITAL AND HEALTH CARE,3
1452,MEDICAL PRACTICE,HOSPITALITY,1
1453,MEDICAL PRACTICE,MANAGEMENT CONSULTING,1
1454,MEDICAL PRACTICE,MEDICAL PRACTICE,3
1455,MEDICAL PRACTICE,PHARMACEUTICALS,9
1456,MEDICAL PRACTICE,RETAIL,1
1457,MENTAL HEALTH CARE,AUTOMOTIVE,1
1458,MENTAL HEALTH CARE,FAMILY SERVICES,1
1459,MENTAL HEALTH CARE,HEALTH CARE PROVIDERS AND SERVICES,2
1460,MENTAL HEALTH CARE,HOSPITAL AND HEALTH CARE,5
1461,MENTAL HEALTH CARE,INSURANCE,1
1462,MENTAL HEALTH CARE,LAW PRACTICE,1
1463,MENTAL HEALTH CARE,MENTAL HEALTH CARE,3
1464,MENTAL HEALTH CARE,PHARMACEUTICALS,1
1465,MENTAL HEALTH CARE,PROFESSIONAL SERVICES,1
1466,MILITARY,AEROSPACE AND DEFENSE,6
1467,MILITARY,CONSTRUCTION AND ENGINEERING,1
1468,MINING AND METALS,BUILDING MATERIALS,2
1469,MINING AND METALS,CHEMICALS,2
1470,MINING AND METALS,COMMERCIAL SERVICES AND SUPPLIES,1
1471,MINING AND METALS,COMMUNICATIONS EQUIPMENT,1
1472,MINING AND METALS,CONSTRUCTION AND ENGINEERING,2
1473,MINING AND METALS,DIVERSIFIED FINANCIAL SERVICES,1
1474,MINING AND METALS,GAS UTILITIES,2
1475,MINING AND METALS,METALS AND MINING,10
1476,MINING AND METALS,MINING AND METALS,26
1477,MOTION PICTURES AND FILM,DIVERSIFIED TELECOMMUNICATION SERVICES,1
1478,MOTION PICTURES AND FILM,MEDIA,1
1479,MOTION PICTURES AND FILM,MOTION PICTURES AND FILM,2
1480,MOTION PICTURES AND FILM,RETAIL,1
1481,MUSEUMS AND INSTITUTIONS,AIR FREIGHT AND LOGISTICS,1
1482,MUSEUMS AND INSTITUTIONS,EDUCATION SERVICES,1
1483,MUSEUMS AND INSTITUTIONS,"HOTELS, RESTAURANTS AND LEISURE",2
1484,MUSEUMS AND INSTITUTIONS,MUSEUMS AND INSTITUTIONS,2
1485,MUSIC,AUTOMOTIVE,1
1486,MUSIC,COMMUNICATIONS EQUIPMENT,13
1487,MUSIC,INTERNET SOFTWARE AND SERVICES,1
1488,MUSIC,LAW PRACTICE,1
1489,MUSIC,MEDIA,5
1490,MUSIC,MUSIC,7
1491,MUSIC,PROFESSIONAL SERVICES,1
1492,MUSIC,RELIGIOUS INSTITUTIONS,1
1493,NANOTECHNOLOGY,"ELECTRONIC EQUIPMENT, INSTRUMENTS AND COMPONENTS",2
1494,NANOTECHNOLOGY,INDUSTRIAL CONGLOMERATES,1
1495,NANOTECHNOLOGY,INTERNET SOFTWARE AND SERVICES,1
1496,NEWSPAPERS,BROADCAST MEDIA,1
1497,NEWSPAPERS,COMMUNICATIONS EQUIPMENT,1
1498,NEWSPAPERS,DIVERSIFIED CONSUMER SERVICES,1
1499,NEWSPAPERS,"HOTELS, RESTAURANTS AND LEISURE",1
1500,NEWSPAPERS,MEDIA,13
1501,NEWSPAPERS,NEWSPAPERS,7
1502,NEWSPAPERS,PHARMACEUTICALS,1
1503,NEWSPAPERS,PUBLISHING,1
1504,NONPROFIT ORGANIZATION MANAGEMENT,AEROSPACE AND DEFENSE,1
1505,NONPROFIT ORGANIZATION MANAGEMENT,BIOTECHNOLOGY,1
1506,NONPROFIT ORGANIZATION MANAGEMENT,CAPITAL MARKETS,2
1507,NONPROFIT ORGANIZATION MANAGEMENT,COMMERCIAL SERVICES AND SUPPLIES,3
1508,NONPROFIT ORGANIZATION MANAGEMENT,COMMUNICATIONS EQUIPMENT,3
1509,NONPROFIT ORGANIZATION MANAGEMENT,COMPUTER SOFTWARE,2
1510,NONPROFIT ORGANIZATION MANAGEMENT,DIVERSIFIED CONSUMER SERVICES,5
1511,NONPROFIT ORGANIZATION MANAGEMENT,DIVERSIFIED FINANCIAL SERVICES,1
1512,NONPROFIT ORGANIZATION MANAGEMENT,EDUCATION SERVICES,2
1513,NONPROFIT ORGANIZATION MANAGEMENT,FOOD AND STAPLES RETAILING,1
1514,NONPROFIT ORGANIZATION MANAGEMENT,HEALTH CARE PROVIDERS AND SERVICES,3
1515,NONPROFIT ORGANIZATION MANAGEMENT,HIGHER EDUCATION,1
1516,NONPROFIT ORGANIZATION MANAGEMENT,HOSPITALITY,1
1517,NONPROFIT ORGANIZATION MANAGEMENT,"HOTELS, RESTAURANTS AND LEISURE",2
1518,NONPROFIT ORGANIZATION MANAGEMENT,INDUSTRIAL CONGLOMERATES,1
1519,NONPROFIT ORGANIZATION MANAGEMENT,INFORMATION TECHNOLOGY AND SERVICES,1
1520,NONPROFIT ORGANIZATION MANAGEMENT,INTERNET SOFTWARE AND SERVICES,3
1521,NONPROFIT ORGANIZATION MANAGEMENT,MEDIA,1
1522,NONPROFIT ORGANIZATION MANAGEMENT,MENTAL HEALTH CARE,1
1523,NONPROFIT ORGANIZATION MANAGEMENT,NON-PROFIT ORGANIZATION MANAGEMENT,59
1524,NONPROFIT ORGANIZATION MANAGEMENT,PHARMACEUTICALS,5
1525,NONPROFIT ORGANIZATION MANAGEMENT,PROFESSIONAL SERVICES,4
1526,NONPROFIT ORGANIZATION MANAGEMENT,REAL ESTATE,1
1527,NONPROFIT ORGANIZATION MANAGEMENT,RETAIL,1
1528,NONPROFIT ORGANIZATION MANAGEMENT,"TEXTILES, APPAREL AND LUXURY GOODS",3
1529,NONPROFIT ORGANIZATION MANAGEMENT,TRADING COMPANIES AND DISTRIBUTORS,1
1530,OIL AND ENERGY,AUTOMOTIVE,1
1531,OIL AND ENERGY,CAPITAL MARKETS,1
1532,OIL AND ENERGY,CHEMICALS,1
1533,OIL AND ENERGY,COMMERCIAL SERVICES AND SUPPLIES,2
1534,OIL AND ENERGY,COMPUTER SOFTWARE,1
1535,OIL AND ENERGY,CONSTRUCTION,1
1536,OIL AND ENERGY,CONSTRUCTION AND ENGINEERING,3
1537,OIL AND ENERGY,DIVERSIFIED FINANCIAL SERVICES,3
1538,OIL AND ENERGY,EDUCATION SERVICES,1
1539,OIL AND ENERGY,ELECTRIC UTILITIES,1
1540,OIL AND ENERGY,ELECTRICAL EQUIPMENT,4
1541,OIL AND ENERGY,ENVIRONMENTAL SERVICES,1
1542,OIL AND ENERGY,FOOD PRODUCTS,1
1543,OIL AND ENERGY,GAS UTILITIES,66
1544,OIL AND ENERGY,HOUSEHOLD DURABLES,1
1545,OIL AND ENERGY,INTERNET SOFTWARE AND SERVICES,3
1546,OIL AND ENERGY,LEISURE PRODUCTS,1
1547,OIL AND ENERGY,LOGISTICS AND SUPPLY CHAIN,1
1548,OIL AND ENERGY,METALS AND MINING,1
1549,OIL AND ENERGY,OIL AND ENERGY,86
1550,OIL AND ENERGY,PROFESSIONAL SERVICES,2
1551,OIL AND ENERGY,REAL ESTATE,1
1552,OIL AND ENERGY,RENEWABLES AND ENVIRONMENT,1
1553,OIL AND ENERGY,RESEARCH,1
1554,OIL AND ENERGY,"TECHNOLOGY HARDWARE, STORAGE AND PERIPHERALS",1
1555,OIL AND ENERGY,"TEXTILES, APPAREL AND LUXURY GOODS",1
1556,OIL AND ENERGY,TRANSPORTATION,2
1557,OIL AND ENERGY,UTILITIES,7
1558,OIL AND ENERGY,WIRELESS TELECOMMUNICATION SERVICES,1
1559,ONLINE MEDIA,BANKS,2
1560,ONLINE MEDIA,CAPITAL MARKETS,1
1561,ONLINE MEDIA,COMMERCIAL SERVICES AND SUPPLIES,2
1562,ONLINE MEDIA,COMMUNICATIONS EQUIPMENT,5
1563,ONLINE MEDIA,COMPUTER HARDWARE,1
1564,ONLINE MEDIA,DISTRIBUTORS,1
1565,ONLINE MEDIA,DIVERSIFIED CONSUMER SERVICES,1
1566,ONLINE MEDIA,E-LEARNING,1
1567,ONLINE MEDIA,HEALTH CARE PROVIDERS AND SERVICES,1
1568,ONLINE MEDIA,"HOTELS, RESTAURANTS AND LEISURE",2
1569,ONLINE MEDIA,INTERNET SOFTWARE AND SERVICES,3
1570,ONLINE MEDIA,MARKETING AND ADVERTISING,1
1571,ONLINE MEDIA,MEDIA,23
1572,ONLINE MEDIA,ONLINE MEDIA,5
1573,ONLINE MEDIA,PROFESSIONAL SERVICES,1
1574,ONLINE MEDIA,REAL ESTATE,1
1575,OUTSOURCING/OFFSHORING, MEDIA,1
1576,OUTSOURCING/OFFSHORING,COMMERCIAL SERVICES AND SUPPLIES,2
1577,OUTSOURCING/OFFSHORING,COMMUNICATIONS EQUIPMENT,1
1578,OUTSOURCING/OFFSHORING,COMPUTER SOFTWARE,1
1579,OUTSOURCING/OFFSHORING,DIVERSIFIED FINANCIAL SERVICES,1
1580,OUTSOURCING/OFFSHORING,INTERNET SOFTWARE AND SERVICES,4
